ROWHEADER,Test,ODI,T20,IPL,name
Matches,123,302,125,258,Virat Kohli
Innings,11,50,13,26,Virat Kohli
Balls,175,662,152,251,Virat Kohli
Runs,84,680,204,368,Virat Kohli
Maidens,2,1,0,0,Virat Kohli
Wickets,0,5,4,4,Virat Kohli
Avg,0.0,136.0,51.0,92.0,Virat Kohli
Eco,2.88,6.16,8.05,8.8,Virat Kohli
SR,0.0,132.4,38.0,62.75,Virat Kohli
BBI,0/0,1/13,1/13,2/25,Virat Kohli
BBM,0/0,1/13,1/13,2/25,Virat Kohli
4w,0,0,0,0,Virat Kohli
5w,0,0,0,0,Virat Kohli
10w,0,0,0,0,Virat Kohli
Matches,67,273,159,263,Rohit Sharma
Innings,16,40,9,32,Rohit Sharma
Balls,383,610,68,339,Rohit Sharma
Runs,224,533,113,453,Rohit Sharma
Maidens,5,2,0,0,Rohit Sharma
Wickets,2,9,1,15,Rohit Sharma
Avg,112.0,59.22,113.0,30.2,Rohit Sharma
Eco,3.51,5.24,9.97,8.02,Rohit Sharma
SR,191.5,67.78,68.0,22.6,Rohit Sharma
BBI,1/26,2/27,1/22,4/6,Rohit Sharma
BBM,1/35,2/27,1/22,4/6,Rohit Sharma
4w,0,0,0,1,Rohit Sharma
5w,0,0,0,0,Rohit Sharma
10w,0,0,0,0,Rohit Sharma
Matches,34,167,68,222,Shikhar Dhawan
Innings,5,0,0,6,Shikhar Dhawan
Balls,54,0,0,48,Shikhar Dhawan
Runs,18,0,0,66,Shikhar Dhawan
Maidens,2,0,0,0,Shikhar Dhawan
Wickets,0,0,0,4,Shikhar Dhawan
Avg,0.0,0.0,0.0,16.5,Shikhar Dhawan
Eco,2,0,0,8.25,Shikhar Dhawan
SR,0.0,0.0,0.0,12.0,Shikhar Dhawan
BBI,0/0,-/-,-/-,1/7,Shikhar Dhawan
BBM,0/0,-/-,-/-,1/7,Shikhar Dhawan
4w,0,0,0,0,Shikhar Dhawan
5w,0,0,0,0,Shikhar Dhawan
10w,0,0,0,0,Shikhar Dhawan
Matches,32,55,21,109,Shubman Gill
Innings,1,2,0,0,Shubman Gill
Balls,7,18,0,0,Shubman Gill
Runs,1,25,0,0,Shubman Gill
Maidens,0,0,0,0,Shubman Gill
Wickets,0,0,0,0,Shubman Gill
Avg,0.0,0.0,0.0,0.0,Shubman Gill
Eco,0.86,8.33,0,0,Shubman Gill
SR,0.0,0.0,0.0,0.0,Shubman Gill
BBI,0/1,0/11,-/-,-/-,Shubman Gill
BBM,0/1,0/11,-/-,-/-,Shubman Gill
4w,0,0,0,0,Shubman Gill
5w,0,0,0,0,Shubman Gill
10w,0,0,0,0,Shubman Gill
Matches,14,70,51,121,Shreyas Iyer
Innings,1,5,1,1,Shreyas Iyer
Balls,6,37,2,6,Shreyas Iyer
Runs,2,39,2,7,Shreyas Iyer
Maidens,0,0,0,0,Shreyas Iyer
Wickets,0,0,0,0,Shreyas Iyer
Avg,0.0,0.0,0.0,0.0,Shreyas Iyer
Eco,2,6.32,0,7,Shreyas Iyer
SR,0.0,0.0,0.0,0.0,Shreyas Iyer
BBI,0/2,0/1,0/2,0/7,Shreyas Iyer
BBM,0/2,0/1,0/2,0/7,Shreyas Iyer
4w,0,0,0,0,Shreyas Iyer
5w,0,0,0,0,Shreyas Iyer
10w,0,0,0,0,Shreyas Iyer
Matches,0,29,39,172,Manish Pandey
Innings,0,0,0,0,Manish Pandey
Balls,0,0,0,0,Manish Pandey
Runs,0,0,0,0,Manish Pandey
Maidens,0,0,0,0,Manish Pandey
Wickets,0,0,0,0,Manish Pandey
Avg,0.0,0.0,0.0,0.0,Manish Pandey
Eco,0,0,0,0,Manish Pandey
SR,0.0,0.0,0.0,0.0,Manish Pandey
BBI,-/-,-/-,-/-,-/-,Manish Pandey
BBM,-/-,-/-,-/-,-/-,Manish Pandey
4w,0,0,0,0,Manish Pandey
5w,0,0,0,0,Manish Pandey
10w,0,0,0,0,Manish Pandey
Matches,21,5,0,127,Mayank Agarawal
Innings,0,1,0,0,Mayank Agarawal
Balls,0,6,0,0,Mayank Agarawal
Runs,0,10,0,0,Mayank Agarawal
Maidens,0,0,0,0,Mayank Agarawal
Wickets,0,0,0,0,Mayank Agarawal
Avg,0.0,0.0,0.0,0.0,Mayank Agarawal
Eco,0,10,0,0,Mayank Agarawal
SR,0.0,0.0,0.0,0.0,Mayank Agarawal
BBI,-/-,0/10,-/-,-/-,Mayank Agarawal
BBM,-/-,0/10,-/-,-/-,Mayank Agarawal
4w,0,0,0,0,Mayank Agarawal
5w,0,0,0,0,Mayank Agarawal
10w,0,0,0,0,Mayank Agarawal
Matches,5,6,1,79,Prithvi Shaw
Innings,0,0,0,0,Prithvi Shaw
Balls,0,0,0,0,Prithvi Shaw
Runs,0,0,0,0,Prithvi Shaw
Maidens,0,0,0,0,Prithvi Shaw
Wickets,0,0,0,0,Prithvi Shaw
Avg,0.0,0.0,0.0,0.0,Prithvi Shaw
Eco,0,0,0,0,Prithvi Shaw
SR,0.0,0.0,0.0,0.0,Prithvi Shaw
BBI,-/-,-/-,-/-,-/-,Prithvi Shaw
BBM,-/-,-/-,-/-,-/-,Prithvi Shaw
4w,0,0,0,0,Prithvi Shaw
5w,0,0,0,0,Prithvi Shaw
10w,0,0,0,0,Prithvi Shaw
Matches,103,5,0,30,Cheteshwar Pujara
Innings,2,0,0,0,Cheteshwar Pujara
Balls,12,0,0,0,Cheteshwar Pujara
Runs,3,0,0,0,Cheteshwar Pujara
Maidens,0,0,0,0,Cheteshwar Pujara
Wickets,0,0,0,0,Cheteshwar Pujara
Avg,0.0,0.0,0.0,0.0,Cheteshwar Pujara
Eco,1.5,0,0,0,Cheteshwar Pujara
SR,0.0,0.0,0.0,0.0,Cheteshwar Pujara
BBI,0/1,-/-,-/-,-/-,Cheteshwar Pujara
BBM,0/1,-/-,-/-,-/-,Cheteshwar Pujara
4w,0,0,0,0,Cheteshwar Pujara
5w,0,0,0,0,Cheteshwar Pujara
10w,0,0,0,0,Cheteshwar Pujara
Matches,85,90,20,192,Ajinkya Rahane
Innings,0,0,0,1,Ajinkya Rahane
Balls,0,0,0,6,Ajinkya Rahane
Runs,0,0,0,5,Ajinkya Rahane
Maidens,0,0,0,0,Ajinkya Rahane
Wickets,0,0,0,1,Ajinkya Rahane
Avg,0.0,0.0,0.0,5.0,Ajinkya Rahane
Eco,0,0,0,5,Ajinkya Rahane
SR,0.0,0.0,0.0,6.0,Ajinkya Rahane
BBI,-/-,-/-,-/-,1/5,Ajinkya Rahane
BBM,-/-,-/-,-/-,1/5,Ajinkya Rahane
4w,0,0,0,0,Ajinkya Rahane
5w,0,0,0,0,Ajinkya Rahane
10w,0,0,0,0,Ajinkya Rahane
Matches,0,6,23,71,Ruturaj Gaikwad
Innings,0,0,0,0,Ruturaj Gaikwad
Balls,0,0,0,0,Ruturaj Gaikwad
Runs,0,0,0,0,Ruturaj Gaikwad
Maidens,0,0,0,0,Ruturaj Gaikwad
Wickets,0,0,0,0,Ruturaj Gaikwad
Avg,0.0,0.0,0.0,0.0,Ruturaj Gaikwad
Eco,0,0,0,0,Ruturaj Gaikwad
SR,0.0,0.0,0.0,0.0,Ruturaj Gaikwad
BBI,-/-,-/-,-/-,-/-,Ruturaj Gaikwad
BBM,-/-,-/-,-/-,-/-,Ruturaj Gaikwad
4w,0,0,0,0,Ruturaj Gaikwad
5w,0,0,0,0,Ruturaj Gaikwad
10w,0,0,0,0,Ruturaj Gaikwad
Matches,11,94,114,143,Hardik Pandya
Innings,19,88,102,99,Hardik Pandya
Balls,937,3460,1817,1538,Hardik Pandya
Runs,528,3231,2485,2333,Hardik Pandya
Maidens,19,16,4,0,Hardik Pandya
Wickets,17,91,94,75,Hardik Pandya
Avg,31.06,35.51,26.44,31.11,Hardik Pandya
Eco,3.38,5.6,8.21,9.1,Hardik Pandya
SR,55.12,38.02,19.33,20.51,Hardik Pandya
BBI,5/28,4/24,4/16,5/36,Hardik Pandya
BBM,6/50,4/24,4/16,5/36,Hardik Pandya
4w,0,1,3,0,Hardik Pandya
5w,1,0,0,1,Hardik Pandya
10w,0,0,0,0,Hardik Pandya
Matches,16,0,0,24,Hanuma Vihari
Innings,10,0,0,6,Hanuma Vihari
Balls,345,0,0,42,Hanuma Vihari
Runs,180,0,0,47,Hanuma Vihari
Maidens,10,0,0,0,Hanuma Vihari
Wickets,5,0,0,1,Hanuma Vihari
Avg,36.0,0.0,0.0,47.0,Hanuma Vihari
Eco,3.13,0,0,6.71,Hanuma Vihari
SR,69.0,0.0,0.0,42.0,Hanuma Vihari
BBI,3/37,-/-,-/-,1/5,Hanuma Vihari
BBM,3/38,-/-,-/-,1/5,Hanuma Vihari
4w,0,0,0,0,Hanuma Vihari
5w,0,0,0,0,Hanuma Vihari
10w,0,0,0,0,Hanuma Vihari
Matches,80,204,74,247,Ravindra Jadeja
Innings,150,196,71,218,Ravindra Jadeja
Balls,18473,10116,1356,3926,Ravindra Jadeja
Runs,7798,8180,1612,5002,Ravindra Jadeja
Maidens,729,59,4,2,Ravindra Jadeja
Wickets,323,231,54,164,Ravindra Jadeja
Avg,24.14,35.41,29.85,30.5,Ravindra Jadeja
Eco,2.53,4.85,7.13,7.64,Ravindra Jadeja
SR,57.19,43.79,25.11,23.94,Ravindra Jadeja
BBI,7/42,5/33,3/15,5/16,Ravindra Jadeja
BBM,10/110,5/33,3/15,5/16,Ravindra Jadeja
4w,13,7,0,3,Ravindra Jadeja
5w,15,2,0,1,Ravindra Jadeja
10w,3,0,0,0,Ravindra Jadeja
Matches,11,47,25,102,Shardul Thakur
Innings,19,46,24,99,Shardul Thakur
Balls,1449,1940,506,2016,Shardul Thakur
Runs,880,2014,772,3143,Shardul Thakur
Maidens,36,10,0,3,Shardul Thakur
Wickets,31,65,33,105,Shardul Thakur
Avg,28.39,30.98,23.39,29.93,Shardul Thakur
Eco,3.64,6.23,9.15,9.35,Shardul Thakur
SR,46.74,29.85,15.33,19.2,Shardul Thakur
BBI,7/61,4/37,4/27,4/34,Shardul Thakur
BBM,8/108,4/37,4/27,4/34,Shardul Thakur
4w,1,3,1,2,Shardul Thakur
5w,1,0,0,0,Shardul Thakur
10w,0,0,0,0,Shardul Thakur
Matches,106,116,65,217,Ravichandran Ashwin
Innings,200,114,65,214,Ravichandran Ashwin
Balls,27246,6303,1452,4644,Ravichandran Ashwin
Runs,12891,5180,1672,5567,Ravichandran Ashwin
Maidens,907,37,3,4,Ravichandran Ashwin
Wickets,537,156,72,185,Ravichandran Ashwin
Avg,24.01,33.21,23.22,30.09,Ravichandran Ashwin
Eco,2.84,4.93,6.91,7.19,Ravichandran Ashwin
SR,50.74,40.4,20.17,25.1,Ravichandran Ashwin
BBI,7/59,4/25,4/8,4/34,Ravichandran Ashwin
BBM,13/140,4/25,4/8,4/34,Ravichandran Ashwin
4w,25,1,2,1,Ravichandran Ashwin
5w,37,0,0,0,Ravichandran Ashwin
10w,8,0,0,0,Ravichandran Ashwin
Matches,58,85,72,137,KL Rahul
Innings,0,0,0,0,KL Rahul
Balls,0,0,0,0,KL Rahul
Runs,0,0,0,0,KL Rahul
Maidens,0,0,0,0,KL Rahul
Wickets,0,0,0,0,KL Rahul
Avg,0.0,0.0,0.0,0.0,KL Rahul
Eco,0,0,0,0,KL Rahul
SR,0.0,0.0,0.0,0.0,KL Rahul
BBI,-/-,-/-,-/-,-/-,KL Rahul
BBM,-/-,-/-,-/-,-/-,KL Rahul
4w,0,0,0,0,KL Rahul
5w,0,0,0,0,KL Rahul
10w,0,0,0,0,KL Rahul
Matches,0,16,42,174,Sanju Samson
Innings,0,0,0,0,Sanju Samson
Balls,0,0,0,0,Sanju Samson
Runs,0,0,0,0,Sanju Samson
Maidens,0,0,0,0,Sanju Samson
Wickets,0,0,0,0,Sanju Samson
Avg,0.0,0.0,0.0,0.0,Sanju Samson
Eco,0,0,0,0,Sanju Samson
SR,0.0,0.0,0.0,0.0,Sanju Samson
BBI,-/-,-/-,-/-,-/-,Sanju Samson
BBM,-/-,-/-,-/-,-/-,Sanju Samson
4w,0,0,0,0,Sanju Samson
5w,0,0,0,0,Sanju Samson
10w,0,0,0,0,Sanju Samson
Matches,40,9,0,170,Wriddhiman Saha
Innings,0,0,0,0,Wriddhiman Saha
Balls,0,0,0,0,Wriddhiman Saha
Runs,0,0,0,0,Wriddhiman Saha
Maidens,0,0,0,0,Wriddhiman Saha
Wickets,0,0,0,0,Wriddhiman Saha
Avg,0.0,0.0,0.0,0.0,Wriddhiman Saha
Eco,0,0,0,0,Wriddhiman Saha
SR,0.0,0.0,0.0,0.0,Wriddhiman Saha
BBI,-/-,-/-,-/-,-/-,Wriddhiman Saha
BBM,-/-,-/-,-/-,-/-,Wriddhiman Saha
4w,0,0,0,0,Wriddhiman Saha
5w,0,0,0,0,Wriddhiman Saha
10w,0,0,0,0,Wriddhiman Saha
Matches,43,31,76,118,Rishabh Pant
Innings,0,0,0,0,Rishabh Pant
Balls,0,0,0,0,Rishabh Pant
Runs,0,0,0,0,Rishabh Pant
Maidens,0,0,0,0,Rishabh Pant
Wickets,0,0,0,0,Rishabh Pant
Avg,0.0,0.0,0.0,0.0,Rishabh Pant
Eco,0,0,0,0,Rishabh Pant
SR,0.0,0.0,0.0,0.0,Rishabh Pant
BBI,-/-,-/-,-/-,-/-,Rishabh Pant
BBM,-/-,-/-,-/-,-/-,Rishabh Pant
4w,0,0,0,0,Rishabh Pant
5w,0,0,0,0,Rishabh Pant
10w,0,0,0,0,Rishabh Pant
Matches,64,108,25,117,Mohammed Shami
Innings,122,107,25,117,Mohammed Shami
Balls,11515,5326,510,2570,Mohammed Shami
Runs,6346,4955,761,3672,Mohammed Shami
Maidens,364,52,1,3,Mohammed Shami
Wickets,229,206,27,132,Mohammed Shami
Avg,27.71,24.05,28.19,27.82,Mohammed Shami
Eco,3.31,5.58,8.95,8.57,Mohammed Shami
SR,50.28,25.85,18.89,19.47,Mohammed Shami
BBI,6/56,7/57,3/15,4/11,Mohammed Shami
BBM,9/118,7/57,3/15,4/11,Mohammed Shami
4w,12,10,0,2,Mohammed Shami
5w,6,6,0,0,Mohammed Shami
10w,0,0,0,0,Mohammed Shami
Matches,45,89,70,136,Jasprit Bumrah
Innings,86,88,69,136,Jasprit Bumrah
Balls,8630,4580,1509,3125,Jasprit Bumrah
Runs,3977,3509,1579,3810,Jasprit Bumrah
Maidens,344,57,12,7,Jasprit Bumrah
Wickets,205,149,89,167,Jasprit Bumrah
Avg,19.4,23.55,17.74,22.81,Jasprit Bumrah
Eco,2.77,4.6,6.28,7.32,Jasprit Bumrah
SR,42.1,30.74,16.96,18.71,Jasprit Bumrah
BBI,6/27,6/19,3/7,5/10,Jasprit Bumrah
BBM,9/86,6/19,3/7,5/10,Jasprit Bumrah
4w,7,6,0,2,Jasprit Bumrah
5w,13,2,0,2,Jasprit Bumrah
10w,0,0,0,0,Jasprit Bumrah
Matches,13,113,40,90,Kuldeep Yadav
Innings,24,110,39,88,Kuldeep Yadav
Balls,2093,5754,860,1890,Kuldeep Yadav
Runs,1241,4786,971,2533,Kuldeep Yadav
Maidens,46,30,2,1,Kuldeep Yadav
Wickets,56,181,69,98,Kuldeep Yadav
Avg,22.16,26.44,14.07,25.85,Kuldeep Yadav
Eco,3.56,4.99,6.77,8.04,Kuldeep Yadav
SR,37.38,31.79,12.46,19.29,Kuldeep Yadav
BBI,5/40,6/25,5/17,4/14,Kuldeep Yadav
BBM,8/113,6/25,5/17,4/14,Kuldeep Yadav
4w,3,7,1,4,Kuldeep Yadav
5w,4,2,2,0,Kuldeep Yadav
10w,0,0,0,0,Kuldeep Yadav
Matches,0,72,80,166,Yuzvendra Chahal
Innings,0,69,79,165,Yuzvendra Chahal
Balls,0,3739,1764,3635,Yuzvendra Chahal
Runs,0,3283,2409,4797,Yuzvendra Chahal
Maidens,0,14,2,4,Yuzvendra Chahal
Wickets,0,121,96,211,Yuzvendra Chahal
Avg,0.0,27.13,25.09,22.73,Yuzvendra Chahal
Eco,0,5.27,8.19,7.92,Yuzvendra Chahal
SR,0.0,30.9,18.38,17.23,Yuzvendra Chahal
BBI,-/-,6/42,6/25,5/40,Yuzvendra Chahal
BBM,-/-,6/42,6/25,5/40,Yuzvendra Chahal
4w,0,5,2,7,Yuzvendra Chahal
5w,0,2,1,1,Yuzvendra Chahal
10w,0,0,0,0,Yuzvendra Chahal
Matches,2,8,11,32,Navdeep Saini
Innings,4,8,9,32,Navdeep Saini
Balls,251,420,197,658,Navdeep Saini
Runs,172,481,235,974,Navdeep Saini
Maidens,5,0,1,1,Navdeep Saini
Wickets,4,6,13,23,Navdeep Saini
Avg,43.0,80.17,18.08,42.35,Navdeep Saini
Eco,4.11,6.87,7.16,8.88,Navdeep Saini
SR,62.75,70.0,15.15,28.61,Navdeep Saini
BBI,2/54,2/58,3/17,3/40,Navdeep Saini
BBM,4/119,2/58,3/17,3/40,Navdeep Saini
4w,0,0,0,0,Navdeep Saini
5w,0,0,0,0,Navdeep Saini
10w,0,0,0,0,Navdeep Saini
Matches,57,75,9,148,Umesh Yadav
Innings,112,73,9,147,Umesh Yadav
Balls,8979,3558,180,3050,Umesh Yadav
Runs,5263,3565,280,4317,Umesh Yadav
Maidens,245,23,0,5,Umesh Yadav
Wickets,170,106,12,144,Umesh Yadav
Avg,30.96,33.63,23.33,29.98,Umesh Yadav
Eco,3.52,6.01,9.33,8.49,Umesh Yadav
SR,52.82,33.57,15.0,21.18,Umesh Yadav
BBI,6/88,4/31,2/19,4/23,Umesh Yadav
BBM,10/133,4/31,2/19,4/23,Umesh Yadav
4w,6,4,0,3,Umesh Yadav
5w,3,0,0,0,Umesh Yadav
10w,1,0,0,0,Umesh Yadav
Matches,36,44,16,99,Mohammed Siraj
Innings,67,43,16,99,Mohammed Siraj
Balls,5306,1975,348,2102,Mohammed Siraj
Runs,3074,1708,452,3026,Mohammed Siraj
Maidens,164,32,2,4,Mohammed Siraj
Wickets,100,71,14,103,Mohammed Siraj
Avg,30.74,24.06,32.29,29.38,Mohammed Siraj
Eco,3.48,5.19,7.79,8.64,Mohammed Siraj
SR,53.06,27.82,24.86,20.41,Mohammed Siraj
BBI,6/15,6/21,4/17,4/17,Mohammed Siraj
BBM,8/126,6/21,4/17,4/17,Mohammed Siraj
4w,6,2,1,3,Mohammed Siraj
5w,3,1,0,0,Mohammed Siraj
10w,0,0,0,0,Mohammed Siraj
Matches,70,243,78,0,Tamim Iqbal
Innings,5,2,0,0,Tamim Iqbal
Balls,30,6,0,0,Tamim Iqbal
Runs,20,13,0,0,Tamim Iqbal
Maidens,0,0,0,0,Tamim Iqbal
Wickets,0,0,0,0,Tamim Iqbal
Avg,0.0,0.0,0.0,0.0,Tamim Iqbal
Eco,4,13,0,0,Tamim Iqbal
SR,0.0,0.0,0.0,0.0,Tamim Iqbal
BBI,0/1,0/6,-/-,-/-,Tamim Iqbal
BBM,0/1,0/6,-/-,-/-,Tamim Iqbal
4w,0,0,0,0,Tamim Iqbal
5w,0,0,0,0,Tamim Iqbal
10w,0,0,0,0,Tamim Iqbal
Matches,16,76,87,0,Soumya Sarkar
Innings,12,27,28,0,Soumya Sarkar
Balls,508,558,288,0,Soumya Sarkar
Runs,336,567,451,0,Soumya Sarkar
Maidens,3,1,0,0,Soumya Sarkar
Wickets,4,16,12,0,Soumya Sarkar
Avg,84.0,35.44,37.58,0.0,Soumya Sarkar
Eco,3.97,6.1,9.4,0,Soumya Sarkar
SR,127.0,34.88,24.0,0.0,Soumya Sarkar
BBI,2/68,3/18,2/19,-/-,Soumya Sarkar
BBM,2/68,3/18,2/19,-/-,Soumya Sarkar
4w,0,0,0,0,Soumya Sarkar
5w,0,0,0,0,Soumya Sarkar
10w,0,0,0,0,Soumya Sarkar
Matches,11,66,48,0,Sabbir Rahman
Innings,7,21,9,0,Sabbir Rahman
Balls,144,306,73,0,Sabbir Rahman
Runs,98,345,79,0,Sabbir Rahman
Maidens,1,0,0,0,Sabbir Rahman
Wickets,0,3,6,0,Sabbir Rahman
Avg,0.0,115.0,13.17,0.0,Sabbir Rahman
Eco,4.08,6.76,6.49,0,Sabbir Rahman
SR,0.0,102.0,12.17,0.0,Sabbir Rahman
BBI,0/9,1/12,3/11,-/-,Sabbir Rahman
BBM,0/9,1/12,3/11,-/-,Sabbir Rahman
4w,0,0,0,0,Sabbir Rahman
5w,0,0,0,0,Sabbir Rahman
10w,0,0,0,0,Sabbir Rahman
Matches,50,239,141,0,Mahmudullah
Innings,66,153,80,0,Mahmudullah
Balls,3423,4380,950,0,Mahmudullah
Runs,1958,3810,1135,0,Mahmudullah
Maidens,56,14,2,0,Mahmudullah
Wickets,43,82,41,0,Mahmudullah
Avg,45.53,46.46,27.68,0.0,Mahmudullah
Eco,3.43,5.22,7.17,0,Mahmudullah
SR,79.6,53.41,23.17,0.0,Mahmudullah
BBI,5/51,3/4,3/10,-/-,Mahmudullah
BBM,8/110,3/4,3/10,-/-,Mahmudullah
4w,0,0,0,0,Mahmudullah
5w,1,0,0,0,Mahmudullah
10w,0,0,0,0,Mahmudullah
Matches,71,247,129,71,Shakib Al Hasan
Innings,121,241,126,70,Shakib Al Hasan
Balls,15675,12575,2745,1484,Shakib Al Hasan
Runs,7803,9360,3116,1839,Shakib Al Hasan
Maidens,487,102,3,1,Shakib Al Hasan
Wickets,246,317,149,63,Shakib Al Hasan
Avg,31.72,29.53,20.91,29.19,Shakib Al Hasan
Eco,2.99,4.47,6.81,7.44,Shakib Al Hasan
SR,63.72,39.67,18.42,23.56,Shakib Al Hasan
BBI,7/36,5/29,5/20,3/17,Shakib Al Hasan
BBM,10/124,5/29,5/20,3/17,Shakib Al Hasan
4w,11,10,6,0,Shakib Al Hasan
5w,19,4,2,0,Shakib Al Hasan
10w,2,0,0,0,Shakib Al Hasan
Matches,4,43,33,0,Mosaddek Hossain
Innings,6,41,26,0,Mosaddek Hossain
Balls,162,1130,331,0,Mosaddek Hossain
Runs,87,969,398,0,Mosaddek Hossain
Maidens,2,2,1,0,Mosaddek Hossain
Wickets,0,17,18,0,Mosaddek Hossain
Avg,0.0,57.0,22.11,0.0,Mosaddek Hossain
Eco,3.22,5.15,7.21,0,Mosaddek Hossain
SR,0.0,66.47,18.39,0.0,Mosaddek Hossain
BBI,0/1,3/13,5/20,-/-,Mosaddek Hossain
BBM,0/4,3/13,5/20,-/-,Mosaddek Hossain
4w,0,0,0,0,Mosaddek Hossain
5w,0,0,1,0,Mosaddek Hossain
10w,0,0,0,0,Mosaddek Hossain
Matches,0,29,38,0,Mohammad Saifuddin
Innings,0,28,38,0,Mohammad Saifuddin
Balls,0,1283,797,0,Mohammad Saifuddin
Runs,0,1279,1158,0,Mohammad Saifuddin
Maidens,0,7,0,0,Mohammad Saifuddin
Wickets,0,41,42,0,Mohammad Saifuddin
Avg,0.0,31.2,27.57,0.0,Mohammad Saifuddin
Eco,0,5.98,8.72,0,Mohammad Saifuddin
SR,0.0,31.29,18.98,0.0,Mohammad Saifuddin
BBI,-/-,4/41,4/33,-/-,Mohammad Saifuddin
BBM,-/-,4/41,4/33,-/-,Mohammad Saifuddin
4w,0,1,1,0,Mohammad Saifuddin
5w,0,0,0,0,Mohammad Saifuddin
10w,0,0,0,0,Mohammad Saifuddin
Matches,51,105,29,0,Mehidy Hasan Miraz
Innings,89,102,26,0,Mehidy Hasan Miraz
Balls,12069,5037,378,0,Mehidy Hasan Miraz
Runs,6381,4061,539,0,Mehidy Hasan Miraz
Maidens,299,35,0,0,Mehidy Hasan Miraz
Wickets,190,110,14,0,Mehidy Hasan Miraz
Avg,33.58,36.92,38.5,0.0,Mehidy Hasan Miraz
Eco,3.17,4.84,8.56,0,Mehidy Hasan Miraz
SR,63.52,45.79,27.0,0.0,Mehidy Hasan Miraz
BBI,7/58,4/25,4/12,-/-,Mehidy Hasan Miraz
BBM,12/117,4/25,4/12,-/-,Mehidy Hasan Miraz
4w,9,5,1,0,Mehidy Hasan Miraz
5w,10,0,0,0,Mehidy Hasan Miraz
10w,2,0,0,0,Mehidy Hasan Miraz
Matches,94,274,102,0,Mushfiqur Rahim
Innings,0,0,0,0,Mushfiqur Rahim
Balls,0,0,0,0,Mushfiqur Rahim
Runs,0,0,0,0,Mushfiqur Rahim
Maidens,0,0,0,0,Mushfiqur Rahim
Wickets,0,0,0,0,Mushfiqur Rahim
Avg,0.0,0.0,0.0,0.0,Mushfiqur Rahim
Eco,0,0,0,0,Mushfiqur Rahim
SR,0.0,0.0,0.0,0.0,Mushfiqur Rahim
BBI,-/-,-/-,-/-,-/-,Mushfiqur Rahim
BBM,-/-,-/-,-/-,-/-,Mushfiqur Rahim
4w,0,0,0,0,Mushfiqur Rahim
5w,0,0,0,0,Mushfiqur Rahim
10w,0,0,0,0,Mushfiqur Rahim
Matches,48,94,95,1,Litton Das
Innings,1,0,0,0,Litton Das
Balls,12,0,0,0,Litton Das
Runs,13,0,0,0,Litton Das
Maidens,0,0,0,0,Litton Das
Wickets,0,0,0,0,Litton Das
Avg,0.0,0.0,0.0,0.0,Litton Das
Eco,6.5,0,0,0,Litton Das
SR,0.0,0.0,0.0,0.0,Litton Das
BBI,0/13,-/-,-/-,-/-,Litton Das
BBM,0/13,-/-,-/-,-/-,Litton Das
4w,0,0,0,0,Litton Das
5w,0,0,0,0,Litton Das
10w,0,0,0,0,Litton Das
Matches,10,34,17,0,Mohammad Mithun
Innings,0,1,0,0,Mohammad Mithun
Balls,0,12,0,0,Mohammad Mithun
Runs,0,12,0,0,Mohammad Mithun
Maidens,0,0,0,0,Mohammad Mithun
Wickets,0,0,0,0,Mohammad Mithun
Avg,0.0,0.0,0.0,0.0,Mohammad Mithun
Eco,0,6,0,0,Mohammad Mithun
SR,0.0,0.0,0.0,0.0,Mohammad Mithun
BBI,-/-,0/12,-/-,-/-,Mohammad Mithun
BBM,-/-,0/12,-/-,-/-,Mohammad Mithun
4w,0,0,0,0,Mohammad Mithun
5w,0,0,0,0,Mohammad Mithun
10w,0,0,0,0,Mohammad Mithun
Matches,36,220,54,1,Mashrafe Mortaza
Innings,51,220,53,1,Mashrafe Mortaza
Balls,5990,10928,1139,24,Mashrafe Mortaza
Runs,3239,8897,1528,58,Mashrafe Mortaza
Maidens,202,123,1,0,Mashrafe Mortaza
Wickets,78,270,42,0,Mashrafe Mortaza
Avg,41.53,32.95,36.38,0.0,Mashrafe Mortaza
Eco,3.24,4.88,8.05,14.5,Mashrafe Mortaza
SR,76.79,40.47,27.12,0.0,Mashrafe Mortaza
BBI,4/60,6/26,4/19,0/58,Mashrafe Mortaza
BBM,5/88,6/26,4/19,0/58,Mashrafe Mortaza
4w,4,7,1,0,Mashrafe Mortaza
5w,0,1,0,0,Mashrafe Mortaza
10w,0,0,0,0,Mashrafe Mortaza
Matches,27,104,28,0,Rubel Hossain
Innings,44,102,27,0,Rubel Hossain
Balls,4223,4678,579,0,Rubel Hossain
Runs,2764,4427,912,0,Rubel Hossain
Maidens,73,29,0,0,Rubel Hossain
Wickets,36,129,28,0,Rubel Hossain
Avg,76.78,34.32,32.57,0.0,Rubel Hossain
Eco,3.93,5.68,9.45,0,Rubel Hossain
SR,117.31,36.26,20.68,0.0,Rubel Hossain
BBI,5/166,6/26,3/31,-/-,Rubel Hossain
BBM,5/210,6/26,3/31,-/-,Rubel Hossain
4w,0,7,0,0,Rubel Hossain
5w,1,1,0,0,Rubel Hossain
10w,0,0,0,0,Rubel Hossain
Matches,15,109,106,57,Mustafizur Rahman
Innings,25,108,105,57,Mustafizur Rahman
Balls,2145,5279,2278,1298,Mustafizur Rahman
Runs,1139,4556,2854,1762,Mustafizur Rahman
Maidens,76,35,8,2,Mustafizur Rahman
Wickets,31,174,132,61,Mustafizur Rahman
