ROWHEADER,Test,ODI,T20,IPL,name,country
Runs,515,1067,56,113,Travis Head,Australia
Maidens,11,0,0,0,Travis Head,Australia
Wickets,15,24,1,2,Travis Head,Australia
Avg,34.33,44.46,56,56.5,Travis Head,Australia
Eco,3.61,5.69,9.33,11.69,Travis Head,Australia
SR,57,46.88,36,29,Travis Head,Australia
BBI,04-Oct,Apr-28,Jan-16,Feb-30,Travis Head,Australia
BBM,04-Oct,Apr-28,Jan-16,Feb-30,Travis Head,Australia
4w,1,1,0,0,Travis Head,Australia
5w,0,0,0,0,Travis Head,Australia
10w,0,0,0,0,Travis Head,Australia
Matches,7,149,116,140,Glenn Maxwell,Australia
Innings,9,119,76,85,Glenn Maxwell,Australia
Balls,462,4002,985,1022,Glenn Maxwell,Australia
Runs,341,3644,1321,1413,Glenn Maxwell,Australia
Maidens,4,14,0,1,Glenn Maxwell,Australia
Wickets,8,77,43,41,Glenn Maxwell,Australia
Avg,42.63,47.32,30.72,34.46,Glenn Maxwell,Australia
Eco,4.43,5.46,8.05,8.3,Glenn Maxwell,Australia
SR,57.75,51.97,22.91,24.93,Glenn Maxwell,Australia
BBI,4/127,Apr-40,03-Oct,Feb-15,Glenn Maxwell,Australia
BBM,4/127,Apr-40,03-Oct,Feb-15,Glenn Maxwell,Australia
4w,1,4,0,0,Glenn Maxwell,Australia
5w,0,0,0,0,Glenn Maxwell,Australia
10w,0,0,0,0,Glenn Maxwell,Australia
Matches,0,71,74,101,Marcus Stoinis,Australia
Innings,0,64,48,67,Marcus Stoinis,Australia
Balls,0,2071,750,861,Marcus Stoinis,Australia
Runs,0,2070,1091,1384,Marcus Stoinis,Australia
Maidens,0,5,0,0,Marcus Stoinis,Australia
Wickets,0,48,45,43,Marcus Stoinis,Australia
Avg,0,43.13,24.24,32.19,Marcus Stoinis,Australia
Eco,0,6,8.73,9.64,Marcus Stoinis,Australia
SR,0,43.15,16.67,20.02,Marcus Stoinis,Australia
BBI,-/-,Mar-16,Apr-23,Apr-15,Marcus Stoinis,Australia
BBM,-/-,Mar-16,Apr-23,Apr-15,Marcus Stoinis,Australia
4w,0,0,1,1,Marcus Stoinis,Australia
5w,0,0,0,0,Marcus Stoinis,Australia
10w,0,0,0,0,Marcus Stoinis,Australia
Matches,4,16,24,62,Moises Henriques,Australia
Innings,4,12,10,60,Moises Henriques,Australia
Balls,330,402,138,950,Moises Henriques,Australia
Runs,164,347,194,1289,Moises Henriques,Australia
Maidens,12,1,0,0,Moises Henriques,Australia
Wickets,2,8,7,42,Moises Henriques,Australia
Avg,82,43.38,27.71,30.69,Moises Henriques,Australia
Eco,2.98,5.18,8.43,8.14,Moises Henriques,Australia
SR,165,50.25,19.71,22.62,Moises Henriques,Australia
BBI,Jan-48,Mar-32,Mar-22,03-Dec,Moises Henriques,Australia
BBM,Jan-48,Mar-32,Mar-22,03-Dec,Moises Henriques,Australia
4w,0,0,0,0,Moises Henriques,Australia
5w,0,0,0,0,Moises Henriques,Australia
10w,0,0,0,0,Moises Henriques,Australia
Matches,28,28,13,29,Cameron Green,Australia
Innings,44,25,12,29,Cameron Green,Australia
Balls,2190,814,188,439,Cameron Green,Australia
Runs,1236,784,279,664,Cameron Green,Australia
Maidens,63,0,0,0,Cameron Green,Australia
Wickets,35,20,12,16,Cameron Green,Australia
Avg,35.31,39.2,23.25,41.5,Cameron Green,Australia
Eco,3.39,5.78,8.9,9.08,Cameron Green,Australia
SR,62.57,40.7,15.67,27.44,Cameron Green,Australia
BBI,May-27,May-33,Mar-35,02-Dec,Cameron Green,Australia
BBM,May-27,May-33,Mar-35,02-Dec,Cameron Green,Australia
4w,0,0,0,0,Cameron Green,Australia
5w,1,1,0,0,Cameron Green,Australia
10w,0,0,0,0,Cameron Green,Australia
Matches,5,22,49,0,Ashton Agar,Australia
Innings,10,22,49,0,Ashton Agar,Australia
Balls,1006,1098,1042,0,Ashton Agar,Australia
Runs,468,958,1129,0,Ashton Agar,Australia
Maidens,36,4,2,0,Ashton Agar,Australia
Wickets,9,21,49,0,Ashton Agar,Australia
Avg,52,45.62,23.04,0,Ashton Agar,Australia
Eco,2.79,5.23,6.5,0,Ashton Agar,Australia
SR,111.78,52.29,21.27,0,Ashton Agar,Australia
BBI,Mar-46,Feb-31,Jun-30,-/-,Ashton Agar,Australia
BBM,5/101,Feb-31,Jun-30,-/-,Ashton Agar,Australia
4w,0,0,0,0,Ashton Agar,Australia
5w,0,0,2,0,Ashton Agar,Australia
10w,0,0,0,0,Ashton Agar,Australia
Matches,0,0,10,16,Daniel Sams,Australia
Innings,0,0,10,16,Daniel Sams,Australia
Balls,0,0,180,360,Daniel Sams,Australia
Runs,0,0,305,523,Daniel Sams,Australia
Maidens,0,0,0,0,Daniel Sams,Australia
Wickets,0,0,7,14,Daniel Sams,Australia
Avg,0,0,43.57,37.36,Daniel Sams,Australia
Eco,0,0,10.17,8.72,Daniel Sams,Australia
SR,0,0,25.71,25.71,Daniel Sams,Australia
BBI,-/-,-/-,Feb-33,Apr-30,Daniel Sams,Australia
BBM,-/-,-/-,Feb-33,Apr-30,Daniel Sams,Australia
4w,0,0,0,1,Daniel Sams,Australia
5w,0,0,0,0,Daniel Sams,Australia
10w,0,0,0,0,Daniel Sams,Australia
Matches,2,4,0,1,Michael Neser,Australia
Innings,4,4,0,1,Michael Neser,Australia
Balls,281,220,0,24,Michael Neser,Australia
Runs,117,239,0,62,Michael Neser,Australia
Maidens,11,2,0,0,Michael Neser,Australia
Wickets,7,3,0,0,Michael Neser,Australia
Avg,16.71,79.67,0,0,Michael Neser,Australia
Eco,2.5,6.52,0,15.5,Michael Neser,Australia
SR,40.14,73.33,0,0,Michael Neser,Australia
BBI,Mar-22,Feb-46,-/-,0/62,Michael Neser,Australia
BBM,May-56,Feb-46,-/-,0/62,Michael Neser,Australia
4w,0,0,0,0,Michael Neser,Australia
5w,0,0,0,0,Michael Neser,Australia
10w,0,0,0,0,Michael Neser,Australia
Matches,39,80,38,3,Alex Carey,Australia
Innings,0,0,0,0,Alex Carey,Australia
Balls,0,0,0,0,Alex Carey,Australia
Runs,0,0,0,0,Alex Carey,Australia
Maidens,0,0,0,0,Alex Carey,Australia
Wickets,0,0,0,0,Alex Carey,Australia
Avg,0,0,0,0,Alex Carey,Australia
Eco,0,0,0,0,Alex Carey,Australia
SR,0,0,0,0,Alex Carey,Australia
BBI,-/-,-/-,-/-,-/-,Alex Carey,Australia
BBM,-/-,-/-,-/-,-/-,Alex Carey,Australia
4w,0,0,0,0,Alex Carey,Australia
5w,0,0,0,0,Alex Carey,Australia
10w,0,0,0,0,Alex Carey,Australia
Matches,36,97,92,15,Matthew Wade,Australia
Innings,4,0,0,0,Matthew Wade,Australia
Balls,30,0,0,0,Matthew Wade,Australia
Runs,28,0,0,0,Matthew Wade,Australia
Maidens,1,0,0,0,Matthew Wade,Australia
Wickets,0,0,0,0,Matthew Wade,Australia
Avg,0,0,0,0,Matthew Wade,Australia
Eco,5.6,0,0,0,Matthew Wade,Australia
SR,0,0,0,0,Matthew Wade,Australia
BBI,0/0,-/-,-/-,-/-,Matthew Wade,Australia
BBM,0/0,-/-,-/-,-/-,Matthew Wade,Australia
4w,0,0,0,0,Matthew Wade,Australia
5w,0,0,0,0,Matthew Wade,Australia
10w,0,0,0,0,Matthew Wade,Australia
Matches,35,35,12,2,Tim Paine,Australia
Innings,0,0,0,0,Tim Paine,Australia
Balls,0,0,0,0,Tim Paine,Australia
Runs,0,0,0,0,Tim Paine,Australia
Maidens,0,0,0,0,Tim Paine,Australia
Wickets,0,0,0,0,Tim Paine,Australia
Avg,0,0,0,0,Tim Paine,Australia
Eco,0,0,0,0,Tim Paine,Australia
SR,0,0,0,0,Tim Paine,Australia
BBI,-/-,-/-,-/-,-/-,Tim Paine,Australia
BBM,-/-,-/-,-/-,-/-,Tim Paine,Australia
4w,0,0,0,0,Tim Paine,Australia
5w,0,0,0,0,Tim Paine,Australia
10w,0,0,0,0,Tim Paine,Australia
Matches,67,90,57,65,Pat Cummins,Australia
Innings,125,90,57,65,Pat Cummins,Australia
Balls,13616,4683,1254,1467,Pat Cummins,Australia
Runs,6597,4116,1556,2175,Pat Cummins,Australia
Maidens,496,46,4,2,Pat Cummins,Australia
Wickets,294,143,66,70,Pat Cummins,Australia
Avg,22.44,28.78,23.58,31.07,Pat Cummins,Australia
Eco,2.91,5.27,7.44,8.9,Pat Cummins,Australia
SR,46.31,32.75,19,20.96,Pat Cummins,Australia
BBI,Jun-23,May-70,Mar-15,Apr-34,Pat Cummins,Australia
BBM,Oct-62,May-70,Mar-15,Apr-34,Pat Cummins,Australia
4w,17,6,0,1,Pat Cummins,Australia
5w,13,1,0,0,Pat Cummins,Australia
10w,2,0,0,0,Pat Cummins,Australia
Matches,136,29,2,0,Nathan Lyon,Australia
Innings,253,29,2,0,Nathan Lyon,Australia
Balls,34103,1626,30,0,Nathan Lyon,Australia
Runs,16699,1334,48,0,Nathan Lyon,Australia
Maidens,1078,11,0,0,Nathan Lyon,Australia
Wickets,553,29,1,0,Nathan Lyon,Australia
Avg,30.2,46,48,0,Nathan Lyon,Australia
Eco,2.94,4.92,9.6,0,Nathan Lyon,Australia
SR,61.67,56.07,30,0,Nathan Lyon,Australia
BBI,Aug-50,Apr-44,Jan-33,-/-,Nathan Lyon,Australia
BBM,13/154,Apr-44,Jan-33,-/-,Nathan Lyon,Australia
4w,26,1,0,0,Nathan Lyon,Australia
5w,24,0,0,0,Nathan Lyon,Australia
10w,5,0,0,0,Nathan Lyon,Australia
Matches,96,127,65,46,Mitchell Starc,Australia
Innings,184,127,65,45,Mitchell Starc,Australia
Balls,18535,6512,1458,961,Mitchell Starc,Australia
Runs,10534,5712,1881,1355,Mitchell Starc,Australia
Maidens,591,55,2,1,Mitchell Starc,Australia
Wickets,382,244,79,61,Mitchell Starc,Australia
Avg,27.58,23.41,23.81,22.21,Mitchell Starc,Australia
Eco,3.41,5.26,7.74,8.46,Mitchell Starc,Australia
SR,48.52,26.69,18.46,15.75,Mitchell Starc,Australia
BBI,Jun-48,Jun-28,Apr-20,May-35,Mitchell Starc,Australia
BBM,Nov-94,Jun-28,Apr-20,May-35,Mitchell Starc,Australia
4w,20,12,1,2,Mitchell Starc,Australia
5w,15,9,0,1,Mitchell Starc,Australia
10w,2,0,0,0,Mitchell Starc,Australia
Matches,0,111,95,22,Adam Zampa,Australia
Innings,0,111,94,22,Adam Zampa,Australia
Balls,0,5777,2057,467,Adam Zampa,Australia
Runs,0,5343,2458,652,Adam Zampa,Australia
Maidens,0,15,1,0,Adam Zampa,Australia
Wickets,0,187,117,31,Adam Zampa,Australia
Avg,0,28.57,21.01,21.03,Adam Zampa,Australia
Eco,0,5.55,7.17,8.38,Adam Zampa,Australia
SR,0,30.89,17.58,15.06,Adam Zampa,Australia
BBI,-/-,May-35,May-19,Jun-19,Adam Zampa,Australia
BBM,-/-,May-35,May-19,Jun-19,Adam Zampa,Australia
4w,0,11,2,0,Adam Zampa,Australia
5w,0,1,1,1,Adam Zampa,Australia
10w,0,0,0,0,Adam Zampa,Australia
Matches,0,28,20,3,Sean Abbott,Australia
Innings,0,28,20,3,Sean Abbott,Australia
Balls,0,1307,367,54,Sean Abbott,Australia
Runs,0,1244,545,104,Sean Abbott,Australia
Maidens,0,9,1,0,Sean Abbott,Australia
Wickets,0,33,26,1,Sean Abbott,Australia
Avg,0,37.7,20.96,104,Sean Abbott,Australia
Eco,0,5.71,8.91,11.56,Sean Abbott,Australia
SR,0,39.61,14.12,54,Sean Abbott,Australia
BBI,-/-,Mar-23,Apr-31,Jan-47,Sean Abbott,Australia
BBM,-/-,Mar-23,Apr-31,Jan-47,Sean Abbott,Australia
4w,0,0,1,0,Sean Abbott,Australia
5w,0,0,0,0,Sean Abbott,Australia
10w,0,0,0,0,Sean Abbott,Australia
Matches,72,91,52,33,Josh Hazlewood,Australia
Innings,135,90,52,33,Josh Hazlewood,Australia
Balls,14817,4737,1186,734,Josh Hazlewood,Australia
Runs,6857,3763,1481,999,Josh Hazlewood,Australia
Maidens,634,59,7,1,Josh Hazlewood,Australia
Wickets,279,138,67,44,Josh Hazlewood,Australia
Avg,24.58,27.27,22.1,22.7,Josh Hazlewood,Australia
Eco,2.78,4.77,7.49,8.17,Josh Hazlewood,Australia
SR,53.11,34.33,17.7,16.68,Josh Hazlewood,Australia
BBI,Jun-67,Jun-52,04-Dec,Apr-25,Josh Hazlewood,Australia
BBM,Sep-79,Jun-52,04-Dec,Apr-25,Josh Hazlewood,Australia
4w,11,1,4,1,Josh Hazlewood,Australia
5w,12,3,0,0,Josh Hazlewood,Australia
10w,0,0,0,0,Josh Hazlewood,Australia
Matches,0,7,32,30,Andrew Tye,Australia
Innings,0,7,31,30,Andrew Tye,Australia
Balls,0,387,683,684,Andrew Tye,Australia
Runs,0,392,997,979,Andrew Tye,Australia
Maidens,0,1,1,0,Andrew Tye,Australia
Wickets,0,12,47,42,Andrew Tye,Australia
Avg,0,32.67,21.21,23.31,Andrew Tye,Australia
Eco,0,6.08,8.76,8.59,Andrew Tye,Australia
SR,0,32.25,14.53,16.29,Andrew Tye,Australia
BBI,-/-,May-46,Apr-23,May-17,Andrew Tye,Australia
BBM,-/-,May-46,Apr-23,May-17,Andrew Tye,Australia
4w,0,0,1,3,Andrew Tye,Australia
5w,0,1,0,1,Andrew Tye,Australia
10w,0,0,0,0,Andrew Tye,Australia
Matches,21,15,4,10,James Pattinson,Australia
Innings,38,15,4,10,James Pattinson,Australia
Balls,3963,727,78,213,James Pattinson,Australia
Runs,2133,681,104,320,James Pattinson,Australia
Maidens,142,6,0,0,James Pattinson,Australia
Wickets,81,16,3,11,James Pattinson,Australia
Avg,26.33,42.56,34.67,29.09,James Pattinson,Australia
Eco,3.23,5.62,8,9.01,James Pattinson,Australia
SR,48.93,45.44,26,19.36,James Pattinson,Australia
BBI,May-27,Apr-51,Feb-17,Feb-19,James Pattinson,Australia
BBM,8/105,Apr-51,Feb-17,Feb-19,James Pattinson,Australia
4w,4,1,0,0,James Pattinson,Australia
5w,4,0,0,0,James Pattinson,Australia
10w,0,0,0,0,James Pattinson,Australia
Matches,4,3,8,0,Mitchell Swepson,Australia
Innings,7,3,8,0,Mitchell Swepson,Australia
Balls,892,158,150,0,Mitchell Swepson,Australia
Runs,458,161,204,0,Mitchell Swepson,Australia
Maidens,14,0,0,0,Mitchell Swepson,Australia
Wickets,10,3,11,0,Mitchell Swepson,Australia
Avg,45.8,53.67,18.55,0,Mitchell Swepson,Australia
Eco,3.08,6.11,8.16,0,Mitchell Swepson,Australia
SR,89.2,52.67,13.64,0,Mitchell Swepson,Australia
BBI,Mar-55,Feb-53,03-Dec,-/-,Mitchell Swepson,Australia
BBM,May-89,Feb-53,03-Dec,-/-,Mitchell Swepson,Australia
4w,0,0,0,0,Mitchell Swepson,Australia
5w,0,0,0,0,Mitchell Swepson,Australia
10w,0,0,0,0,Mitchell Swepson,Australia
Matches,47,198,122,13,Martin Guptill,New Zealand
Innings,18,12,1,0,Martin Guptill,New Zealand
Balls,428,109,6,0,Martin Guptill,New Zealand
Runs,298,98,11,0,Martin Guptill,New Zealand
Maidens,9,0,0,0,Martin Guptill,New Zealand
Wickets,8,4,0,0,Martin Guptill,New Zealand
Avg,37.25,24.5,0,0,Martin Guptill,New Zealand
Eco,4.18,5.39,11,0,Martin Guptill,New Zealand
SR,53.5,27.25,0,0,Martin Guptill,New Zealand
BBI,03-Nov,02-Jun,0/11,-/-,Martin Guptill,New Zealand
BBM,03-Nov,02-Jun,0/11,-/-,Martin Guptill,New Zealand
4w,0,0,0,0,Martin Guptill,New Zealand
5w,0,0,0,0,Martin Guptill,New Zealand
10w,0,0,0,0,Martin Guptill,New Zealand
Matches,112,236,102,55,Ross Taylor,New Zealand
Innings,8,6,0,2,Ross Taylor,New Zealand
Balls,99,42,0,12,Ross Taylor,New Zealand
Runs,48,35,0,24,Ross Taylor,New Zealand
Maidens,3,0,0,0,Ross Taylor,New Zealand
Wickets,3,0,0,0,Ross Taylor,New Zealand
Avg,16,0,0,0,Ross Taylor,New Zealand
Eco,2.91,5,0,12,Ross Taylor,New Zealand
SR,33,0,0,0,Ross Taylor,New Zealand
BBI,02-Apr,0/0,-/-,0/11,Ross Taylor,New Zealand
BBM,02-Apr,0/0,-/-,0/11,Ross Taylor,New Zealand
4w,0,0,0,0,Ross Taylor,New Zealand
5w,0,0,0,0,Ross Taylor,New Zealand
10w,0,0,0,0,Ross Taylor,New Zealand
Matches,105,173,93,79,Kane Williamson,New Zealand
Innings,67,65,12,2,Kane Williamson,New Zealand
Balls,2151,1467,118,18,Kane Williamson,New Zealand
Runs,1207,1310,164,31,Kane Williamson,New Zealand
Maidens,48,2,0,0,Kane Williamson,New Zealand
Wickets,30,37,6,0,Kane Williamson,New Zealand
Avg,40.23,35.41,27.33,0,Kane Williamson,New Zealand
Eco,3.37,5.36,8.34,10.33,Kane Williamson,New Zealand
SR,71.7,39.65,19.67,0,Kane Williamson,New Zealand
BBI,Apr-44,Apr-22,Feb-16,0/7,Kane Williamson,New Zealand
BBM,Apr-44,Apr-22,Feb-16,0/7,Kane Williamson,New Zealand
4w,1,1,0,0,Kane Williamson,New Zealand
5w,0,0,0,0,Kane Williamson,New Zealand
10w,0,0,0,0,Kane Williamson,New Zealand
Matches,1,57,65,13,Colin Munro,New Zealand
Innings,1,25,12,2,Colin Munro,New Zealand
Balls,108,552,118,12,Colin Munro,New Zealand
Runs,40,481,186,15,Colin Munro,New Zealand
Maidens,4,1,0,0,Colin Munro,New Zealand
Wickets,2,7,4,0,Colin Munro,New Zealand
Avg,20,68.71,46.5,0,Colin Munro,New Zealand
Eco,2.22,5.23,9.46,7.5,Colin Munro,New Zealand
SR,54,78.86,29.5,0,Colin Munro,New Zealand
BBI,Feb-40,02-Oct,01-Dec,0/7,Colin Munro,New Zealand
BBM,Feb-40,02-Oct,01-Dec,0/7,Colin Munro,New Zealand
4w,0,0,0,0,Colin Munro,New Zealand
5w,0,0,0,0,Colin Munro,New Zealand
10w,0,0,0,0,Colin Munro,New Zealand
Matches,56,81,10,0,Henry Nicholls,New Zealand
Innings,0,0,0,0,Henry Nicholls,New Zealand
Balls,0,0,0,0,Henry Nicholls,New Zealand
Runs,0,0,0,0,Henry Nicholls,New Zealand
Maidens,0,0,0,0,Henry Nicholls,New Zealand
Wickets,0,0,0,0,Henry Nicholls,New Zealand
Avg,0,0,0,0,Henry Nicholls,New Zealand
Eco,0,0,0,0,Henry Nicholls,New Zealand
SR,0,0,0,0,Henry Nicholls,New Zealand
BBI,-/-,-/-,-/-,-/-,Henry Nicholls,New Zealand
BBM,-/-,-/-,-/-,-/-,Henry Nicholls,New Zealand
4w,0,0,0,0,Henry Nicholls,New Zealand
5w,0,0,0,0,Henry Nicholls,New Zealand
10w,0,0,0,0,Henry Nicholls,New Zealand
Matches,12,76,83,14,James Neesham,New Zealand
Innings,21,72,57,13,James Neesham,New Zealand
Balls,1076,2448,771,216,James Neesham,New Zealand
Runs,675,2556,1149,334,James Neesham,New Zealand
Maidens,18,6,0,0,James Neesham,New Zealand
Wickets,14,71,47,8,James Neesham,New Zealand
Avg,48.21,36,24.45,41.75,James Neesham,New Zealand
Eco,3.76,6.26,8.94,9.28,James Neesham,New Zealand
SR,76.86,34.48,16.4,27,James Neesham,New Zealand
BBI,Mar-42,May-27,May-22,03-Dec,James Neesham,New Zealand
BBM,Mar-42,May-27,May-22,03-Dec,James Neesham,New Zealand
4w,0,2,0,0,James Neesham,New Zealand
5w,0,2,1,0,James Neesham,New Zealand
10w,0,0,0,0,James Neesham,New Zealand
Matches,29,45,41,25,Colin de Grandhomme,New Zealand
Innings,53,45,21,19,Colin de Grandhomme,New Zealand
Balls,4054,1548,321,216,Colin de Grandhomme,New Zealand
Runs,1615,1230,461,319,Colin de Grandhomme,New Zealand
Maidens,163,10,0,0,Colin de Grandhomme,New Zealand
Wickets,49,30,12,6,Colin de Grandhomme,New Zealand
Avg,32.96,41,38.42,53.17,Colin de Grandhomme,New Zealand
Eco,2.39,4.77,8.62,8.86,Colin de Grandhomme,New Zealand
SR,82.73,51.6,26.75,36,Colin de Grandhomme,New Zealand
BBI,Jun-41,Mar-26,Feb-22,03-Apr,Colin de Grandhomme,New Zealand
BBM,Jul-64,Mar-26,Feb-22,03-Apr,Colin de Grandhomme,New Zealand
4w,1,0,0,0,Colin de Grandhomme,New Zealand
5w,1,0,0,0,Colin de Grandhomme,New Zealand
10w,0,0,0,0,Colin de Grandhomme,New Zealand
Matches,30,118,109,25,Mitchell Santner,New Zealand
Innings,51,112,107,25,Mitchell Santner,New Zealand
Balls,5346,5607,2268,495,Mitchell Santner,New Zealand
Runs,2526,4505,2661,625,Mitchell Santner,New Zealand
Maidens,178,24,2,0,Mitchell Santner,New Zealand
Wickets,74,126,120,18,Mitchell Santner,New Zealand
Avg,34.14,35.75,22.18,34.72,Mitchell Santner,New Zealand
Eco,2.84,4.82,7.04,7.58,Mitchell Santner,New Zealand
SR,72.24,44.5,18.9,27.5,Mitchell Santner,New Zealand
BBI,Jul-53,May-50,04-Nov,Feb-13,Mitchell Santner,New Zealand
BBM,13/157,May-50,04-Nov,Feb-13,Mitchell Santner,New Zealand
4w,1,0,3,0,Mitchell Santner,New Zealand
5w,2,2,0,0,Mitchell Santner,New Zealand
10w,1,0,0,0,Mitchell Santner,New Zealand
Matches,88,157,26,0,Tom Latham,New Zealand
Innings,0,0,0,0,Tom Latham,New Zealand
Balls,0,0,0,0,Tom Latham,New Zealand
Runs,0,0,0,0,Tom Latham,New Zealand
Maidens,0,0,0,0,Tom Latham,New Zealand
Wickets,0,0,0,0,Tom Latham,New Zealand
Avg,0,0,0,0,Tom Latham,New Zealand
Eco,0,0,0,0,Tom Latham,New Zealand
SR,0,0,0,0,Tom Latham,New Zealand
BBI,-/-,-/-,-/-,-/-,Tom Latham,New Zealand
BBM,-/-,-/-,-/-,-/-,Tom Latham,New Zealand
4w,0,0,0,0,Tom Latham,New Zealand
5w,0,0,0,0,Tom Latham,New Zealand
10w,0,0,0,0,Tom Latham,New Zealand
Matches,40,12,9,0,Tom Blundell,New Zealand
Innings,1,0,0,0,Tom Blundell,New Zealand
Balls,18,0,0,0,Tom Blundell,New Zealand
Runs,13,0,0,0,Tom Blundell,New Zealand
Maidens,0,0,0,0,Tom Blundell,New Zealand
Wickets,0,0,0,0,Tom Blundell,New Zealand
Avg,0,0,0,0,Tom Blundell,New Zealand
Eco,4.33,0,0,0,Tom Blundell,New Zealand
SR,0,0,0,0,Tom Blundell,New Zealand
BBI,0/13,-/-,-/-,-/-,Tom Blundell,New Zealand
BBM,0/13,-/-,-/-,-/-,Tom Blundell,New Zealand
4w,0,0,0,0,Tom Blundell,New Zealand
5w,0,0,0,0,Tom Blundell,New Zealand
10w,0,0,0,0,Tom Blundell,New Zealand
Matches,78,114,61,110,Trent Boult,New Zealand
Innings,149,113,61,110,Trent Boult,New Zealand
Balls,17417,6180,1389,2481,Trent Boult,New Zealand
Runs,8717,5146,1779,3449,Trent Boult,New Zealand
Maidens,655,76,4,11,Trent Boult,New Zealand
Wickets,317,211,83,127,Trent Boult,New Zealand
Avg,27.5,24.39,21.43,27.16,Trent Boult,New Zealand
Eco,3,5,7.68,8.34,Trent Boult,New Zealand
SR,54.94,29.29,16.73,19.54,Trent Boult,New Zealand
BBI,Jun-30,Jul-34,Apr-13,Apr-18,Trent Boult,New Zealand
BBM,Oct-80,Jul-34,Apr-13,Apr-18,Trent Boult,New Zealand
4w,18,10,2,1,Trent Boult,New Zealand
5w,10,6,0,0,Trent Boult,New Zealand
10w,1,0,0,0,Trent Boult,New Zealand
Matches,30,91,21,6,Matt Henry,New Zealand
Innings,59,89,20,6,Matt Henry,New Zealand
Balls,6750,4734,462,102,Matt Henry,New Zealand
Runs,3581,4094,639,181,Matt Henry,New Zealand
Maidens,231,57,1,0,Matt Henry,New Zealand
Wickets,120,165,27,2,Matt Henry,New Zealand
Avg,29.84,24.81,23.67,90.5,Matt Henry,New Zealand
Eco,3.18,5.19,8.3,10.65,Matt Henry,New Zealand
SR,56.25,28.69,17.11,51,Matt Henry,New Zealand
BBI,Jul-23,May-30,Mar-32,Jan-28,Matt Henry,New Zealand
BBM,Sep-55,May-30,Mar-32,Jan-28,Matt Henry,New Zealand
4w,6,12,0,0,Matt Henry,New Zealand
5w,4,3,0,0,Matt Henry,New Zealand
10w,0,0,0,0,Matt Henry,New Zealand
Matches,107,161,125,54,Tim Southee,New Zealand
Innings,203,159,123,54,Tim Southee,New Zealand
Balls,23490,8075,2753,1206,Tim Southee,New Zealand
Runs,11832,7447,3671,1742,Tim Southee,New Zealand
Maidens,888,80,7,2,Tim Southee,New Zealand
Wickets,391,221,164,47,Tim Southee,New Zealand
Avg,30.26,33.7,22.38,37.06,Tim Southee,New Zealand
Eco,3.02,5.53,8,8.67,Tim Southee,New Zealand
SR,60.08,36.54,16.79,25.66,Tim Southee,New Zealand
BBI,Jul-64,Jul-33,May-18,Mar-20,Tim Southee,New Zealand
BBM,10/108,Jul-33,May-18,Mar-20,Tim Southee,New Zealand
4w,19,5,2,0,Tim Southee,New Zealand
5w,15,3,2,0,Tim Southee,New Zealand
10w,1,0,0,0,Tim Southee,New Zealand
Matches,21,54,124,8,Ish Sodhi,New Zealand
Innings,38,50,119,8,Ish Sodhi,New Zealand
Balls,4043,2557,2501,181,Ish Sodhi,New Zealand
Runs,2500,2350,3333,202,Ish Sodhi,New Zealand
Maidens,91,12,0,1,Ish Sodhi,New Zealand
Wickets,58,64,144,9,Ish Sodhi,New Zealand
Avg,43.1,36.72,23.15,22.44,Ish Sodhi,New Zealand
Eco,3.71,5.51,8,6.7,Ish Sodhi,New Zealand
SR,69.71,39.95,17.37,20.11,Ish Sodhi,New Zealand
BBI,Jun-86,Jun-39,Apr-28,Mar-26,Ish Sodhi,New Zealand
BBM,8/173,Jun-39,Apr-28,Mar-26,Ish Sodhi,New Zealand
4w,2,1,3,0,Ish Sodhi,New Zealand
5w,1,1,0,0,Ish Sodhi,New Zealand
10w,0,0,0,0,Ish Sodhi,New Zealand
Matches,1,65,43,49,Lockie Ferguson,New Zealand
Innings,1,64,43,49,Lockie Ferguson,New Zealand
Balls,66,3300,919,1023,Lockie Ferguson,New Zealand
Runs,47,3124,1087,1530,Lockie Ferguson,New Zealand
Maidens,1,13,5,1,Lockie Ferguson,New Zealand
Wickets,0,99,64,51,Lockie Ferguson,New Zealand
Avg,0,31.56,16.98,30,Lockie Ferguson,New Zealand
Eco,4.27,5.68,7.1,8.97,Lockie Ferguson,New Zealand
SR,0,33.33,14.36,20.06,Lockie Ferguson,New Zealand
BBI,0/47,May-45,May-21,Apr-28,Lockie Ferguson,New Zealand
BBM,0/47,May-45,May-21,Apr-28,Lockie Ferguson,New Zealand
4w,0,2,2,1,Lockie Ferguson,New Zealand
5w,0,1,1,0,Lockie Ferguson,New Zealand
10w,0,0,0,0,Lockie Ferguson,New Zealand
Matches,6,114,75,0,Asghar Afghan,Afghanistan
Innings,2,7,1,0,Asghar Afghan,Afghanistan
Balls,18,139,4,0,Asghar Afghan,Afghanistan
Runs,17,91,4,0,Asghar Afghan,Afghanistan
Maidens,0,1,0,0,Asghar Afghan,Afghanistan
Wickets,0,3,1,0,Asghar Afghan,Afghanistan
Avg,0,30.33,4,0,Asghar Afghan,Afghanistan
Eco,5.67,3.93,0,0,Asghar Afghan,Afghanistan
SR,0,46.33,4,0,Asghar Afghan,Afghanistan
BBI,0/1,01-Jan,01-Apr,-/-,Asghar Afghan,Afghanistan
BBM,0/1,01-Jan,01-Apr,-/-,Asghar Afghan,Afghanistan
4w,0,0,0,0,Asghar Afghan,Afghanistan
